,Date,Crop,Market_Price,Production_Cost,Gross_Profit_Margin
1653,2024-10-01,Mibuna,19.57,3.21,83.61
1654,2024-11-01,Mibuna,17.42,4.65,73.32
1655,2024-12-01,Mibuna,25.43,9.35,63.21
1656,2022-01-01,Celtuce,22.09,3.24,85.35
1657,2022-02-01,Celtuce,13.95,8.51,39.01
1658,2022-03-01,Celtuce,22.23,4.92,77.86
1659,2022-04-01,Celtuce,30,4.64,84.52
1660,2022-05-01,Celtuce,16.93,5.57,67.11
1661,2022-06-01,Celtuce,13.88,6.75,51.36
1662,2022-07-01,Celtuce,12.28,4.99,59.33
1663,2022-08-01,Celtuce,24.3,8.24,66.09
1664,2022-09-01,Celtuce,26.24,5.22,80.09
1665,2022-10-01,Celtuce,26.57,3.97,85.07
1666,2022-11-01,Celtuce,23.2,4.82,79.23
1667,2022-12-01,Celtuce,15.49,7.3,52.89
1668,2023-01-01,Celtuce,25.84,4.32,83.27
1669,2023-02-01,Celtuce,25.71,4.42,82.82
1670,2023-03-01,Celtuce,10.53,8.95,14.95
1671,2023-04-01,Celtuce,23.6,5.08,78.49
1672,2023-05-01,Celtuce,26.13,4.38,83.25
1673,2023-06-01,Celtuce,15.68,7.92,49.48
1674,2023-07-01,Celtuce,11.25,5.13,54.43
1675,2023-08-01,Celtuce,27.65,6.43,76.74
1676,2023-09-01,Celtuce,20.87,6.01,71.21
1677,2023-10-01,Celtuce,22.35,6.82,69.51
1678,2023-11-01,Celtuce,18.98,5.76,69.65
1679,2023-12-01,Celtuce,25.67,4.77,81.41
1680,2024-01-01,Celtuce,17.59,8.84,49.73
1681,2024-02-01,Celtuce,19.34,4.62,76.11
1682,2024-03-01,Celtuce,24.31,3.11,87.23
1683,2024-04-01,Celtuce,23.48,9.22,60.73
1684,2024-05-01,Celtuce,18.41,8.63,53.15
1685,2024-06-01,Celtuce,22.4,4.19,81.3
1686,2024-07-01,Celtuce,20.53,9.89,51.81
1687,2024-08-01,Celtuce,12.72,7.86,38.2
1688,2024-09-01,Celtuce,10.91,3.68,66.31
1689,2024-10-01,Celtuce,20.1,7.48,62.76
1690,2024-11-01,Celtuce,11.86,8.23,30.63
1691,2024-12-01,Celtuce,21.32,8.25,61.28
1692,2022-01-01,Chinese Broccoli,26.78,3.38,87.38
1693,2022-02-01,Chinese Broccoli,29.27,7.9,73
1694,2022-03-01,Chinese Broccoli,13.03,8.68,33.4
1695,2022-04-01,Chinese Broccoli,24.58,7.42,69.79
1696,2022-05-01,Chinese Broccoli,27.39,6.22,77.3
1697,2022-06-01,Chinese Broccoli,29.24,4.56,84.42
1698,2022-07-01,Chinese Broccoli,25.93,8.89,65.73
1699,2022-08-01,Chinese Broccoli,15.48,8.2,47.05
1700,2022-09-01,Chinese Broccoli,16.01,8.59,46.32
1701,2022-10-01,Chinese Broccoli,15.48,3.45,77.71
1702,2022-11-01,Chinese Broccoli,15,4.36,70.92
1703,2022-12-01,Chinese Broccoli,13.02,5.24,59.76
1704,2023-01-01,Chinese Broccoli,11.46,5.52,51.86
1705,2023-02-01,Chinese Broccoli,12.37,7.72,37.63
1706,2023-03-01,Chinese Broccoli,16.62,3.87,76.72
1707,2023-04-01,Chinese Broccoli,26.37,6.55,75.15
1708,2023-05-01,Chinese Broccoli,14.91,7.15,52.03
1709,2023-06-01,Chinese Broccoli,21.92,5.22,76.19
1710,2023-07-01,Chinese Broccoli,17.23,3.27,81
1711,2023-08-01,Chinese Broccoli,12.58,8.74,30.55
1712,2023-09-01,Chinese Broccoli,28.46,4.34,84.74
1713,2023-10-01,Chinese Broccoli,23.77,6.19,73.95
1714,2023-11-01,Chinese Broccoli,16.96,8.09,52.32
1715,2023-12-01,Chinese Broccoli,21.62,3.86,82.17
1716,2024-01-01,Chinese Broccoli,15.61,4.32,72.31
1717,2024-02-01,Chinese Broccoli,13.77,8.65,37.2
1718,2024-03-01,Chinese Broccoli,13.41,3.21,76.1
1719,2024-04-01,Chinese Broccoli,23.48,6.79,71.09
1720,2024-05-01,Chinese Broccoli,22.76,5.27,76.85
1721,2024-06-01,Chinese Broccoli,19.14,7.87,58.89
1722,2024-07-01,Chinese Broccoli,27.25,6.18,77.31
1723,2024-08-01,Chinese Broccoli,18.15,4.11,77.36
1724,2024-09-01,Chinese Broccoli,13.14,6.61,49.71
1725,2024-10-01,Chinese Broccoli,27.69,3.14,88.67
1726,2024-11-01,Chinese Broccoli,10.7,3.27,69.47
1727,2024-12-01,Chinese Broccoli,12.23,5.24,57.18
1728,2022-01-01,Chinese Cabbage,29.12,7.96,72.66
1729,2022-02-01,Chinese Cabbage,29.53,4.23,85.69
1730,2022-03-01,Chinese Cabbage,26.66,8.11,69.59
1731,2022-04-01,Chinese Cabbage,23.35,7.38,68.39
1732,2022-05-01,Chinese Cabbage,14.43,5.86,59.39
1733,2022-06-01,Chinese Cabbage,17.58,4.98,71.7
1734,2022-07-01,Chinese Cabbage,19.16,6.4,66.62
1735,2022-08-01,Chinese Cabbage,29.66,4.26,85.62
1736,2022-09-01,Chinese Cabbage,24.47,6.28,74.35
1737,2022-10-01,Chinese Cabbage,26.91,8.13,69.78
1738,2022-11-01,Chinese Cabbage,11.13,4.67,58.02
1739,2022-12-01,Chinese Cabbage,14.92,8.59,42.38
1740,2023-01-01,Chinese Cabbage,26.21,9.21,64.85
1741,2023-02-01,Chinese Cabbage,16.9,5.41,68
1742,2023-03-01,Chinese Cabbage,27.47,8.19,70.19
1743,2023-04-01,Chinese Cabbage,16.83,7.03,58.22
1744,2023-05-01,Chinese Cabbage,18.44,3.71,79.87
1745,2023-06-01,Chinese Cabbage,14.07,8.15,42.1
1746,2023-07-01,Chinese Cabbage,17.82,5.94,66.69
1747,2023-08-01,Chinese Cabbage,28.04,3.42,87.81
1748,2023-09-01,Chinese Cabbage,26.81,8.45,68.47
1749,2023-10-01,Chinese Cabbage,20.63,8.31,59.73
1750,2023-11-01,Chinese Cabbage,28.56,5.34,81.31
1751,2023-12-01,Chinese Cabbage,18.08,7.95,56.05
1752,2024-01-01,Chinese Cabbage,11.74,6.76,42.42
1753,2024-02-01,Chinese Cabbage,16.83,3.12,81.46
1754,2024-03-01,Chinese Cabbage,16.1,7.72,52.07
1755,2024-04-01,Chinese Cabbage,13.84,4.48,67.67
1756,2024-05-01,Chinese Cabbage,22.22,4.59,79.33
1757,2024-06-01,Chinese Cabbage,12.31,6.7,45.61
1758,2024-07-01,Chinese Cabbage,21.68,4.08,81.19
1759,2024-08-01,Chinese Cabbage,23.08,8.5,63.17
1760,2024-09-01,Chinese Cabbage,12.64,7.96,37.07
1761,2024-10-01,Chinese Cabbage,19.41,5.85,69.86
1762,2024-11-01,Chinese Cabbage,22.05,6.26,71.59
1763,2024-12-01,Chinese Cabbage,26.68,6.51,75.58
1764,2022-01-01,Napa Cabbage,20.11,9.87,50.91
1765,2022-02-01,Napa Cabbage,22.3,8.02,64.05
1766,2022-03-01,Napa Cabbage,22.21,6.49,70.79
1767,2022-04-01,Napa Cabbage,14.31,4.25,70.31
1768,2022-05-01,Napa Cabbage,25.47,6.53,74.37
1769,2022-06-01,Napa Cabbage,28.52,6.83,76.04
1770,2022-07-01,Napa Cabbage,18.85,8.03,57.4
1771,2022-08-01,Napa Cabbage,16.55,8.33,49.67
1772,2022-09-01,Napa Cabbage,18.73,7.55,59.68
1773,2022-10-01,Napa Cabbage,21.61,6.67,69.15
1774,2022-11-01,Napa Cabbage,10.12,7.65,24.38
1775,2022-12-01,Napa Cabbage,10.95,5.05,53.88
1776,2023-01-01,Napa Cabbage,23.63,3.31,85.98
1777,2023-02-01,Napa Cabbage,24.1,6.45,73.25
1778,2023-03-01,Napa Cabbage,13.7,7.36,46.28
1779,2023-04-01,Napa Cabbage,22.38,8.95,60
1780,2023-05-01,Napa Cabbage,11.11,8.31,25.25
1781,2023-06-01,Napa Cabbage,12.06,8.36,30.7
1782,2023-07-01,Napa Cabbage,10.33,7.86,23.92
1783,2023-08-01,Napa Cabbage,15.47,3.06,80.21
1784,2023-09-01,Napa Cabbage,27.29,6.49,76.21
1785,2023-10-01,Napa Cabbage,21.65,6.05,72.04
1786,2023-11-01,Napa Cabbage,16.63,8.37,49.7
1787,2023-12-01,Napa Cabbage,27.78,4.42,84.1
1788,2024-01-01,Napa Cabbage,25.65,4.94,80.74
1789,2024-02-01,Napa Cabbage,20.9,7.12,65.94
1790,2024-03-01,Napa Cabbage,29.53,8.26,72.01
1791,2024-04-01,Napa Cabbage,14.47,4.3,70.31
1792,2024-05-01,Napa Cabbage,23.3,5.44,76.65
1793,2024-06-01,Napa Cabbage,19.12,5.66,70.38
1794,2024-07-01,Napa Cabbage,28.13,5.22,81.46
1795,2024-08-01,Napa Cabbage,17.26,5.86,66.05
1796,2024-09-01,Napa Cabbage,21.06,4.43,78.98
1797,2024-10-01,Napa Cabbage,11.46,6.59,42.51
1798,2024-11-01,Napa Cabbage,10.81,8.52,21.18
1799,2024-12-01,Napa Cabbage,26.11,5.08,80.53
1800,2022-01-01,Amaranth Greens,22.74,5.68,75.01
1801,2022-02-01,Amaranth Greens,23.58,9.42,60.05
1802,2022-03-01,Amaranth Greens,16.43,8.28,49.62
1803,2022-04-01,Amaranth Greens,18.79,8.95,52.38
1804,2022-05-01,Amaranth Greens,29.9,9.29,68.92
1805,2022-06-01,Amaranth Greens,25.7,7.58,70.52
1806,2022-07-01,Amaranth Greens,13.49,3.78,71.96
1807,2022-08-01,Amaranth Greens,21.33,3.62,83.04
1808,2022-09-01,Amaranth Greens,14.69,9.46,35.59
1809,2022-10-01,Amaranth Greens,12.6,9.48,24.79
1810,2022-11-01,Amaranth Greens,18.88,7.06,62.6
1811,2022-12-01,Amaranth Greens,19.45,7.7,60.42
1812,2023-01-01,Amaranth Greens,26.6,5.56,79.09
1813,2023-02-01,Amaranth Greens,22.37,7.22,67.74
1814,2023-03-01,Amaranth Greens,26.01,5.82,77.62
1815,2023-04-01,Amaranth Greens,26.3,8.88,66.22
1816,2023-05-01,Amaranth Greens,21.06,8.58,59.26
1817,2023-06-01,Amaranth Greens,14.33,5.78,59.7
1818,2023-07-01,Amaranth Greens,25.79,9.12,64.63
1819,2023-08-01,Amaranth Greens,22.15,9.51,57.08
1820,2023-09-01,Amaranth Greens,10.68,3.95,63.02
1821,2023-10-01,Amaranth Greens,18.87,6.28,66.74
1822,2023-11-01,Amaranth Greens,21.3,9.06,57.48
1823,2023-12-01,Amaranth Greens,26.07,4.44,82.96
1824,2024-01-01,Amaranth Greens,20.17,8.64,57.15
1825,2024-02-01,Amaranth Greens,12.02,7.02,41.59
1826,2024-03-01,Amaranth Greens,10.65,8.8,17.4
1827,2024-04-01,Amaranth Greens,20.77,6.38,69.26
1828,2024-05-01,Amaranth Greens,24.27,8.9,63.33
1829,2024-06-01,Amaranth Greens,10.11,9.24,8.62
1830,2024-07-01,Amaranth Greens,12.3,7.2,41.41
1831,2024-08-01,Amaranth Greens,20.96,5.65,73.03
1832,2024-09-01,Amaranth Greens,25.12,5.26,79.05
1833,2024-10-01,Amaranth Greens,28.92,3.17,89.04
1834,2024-11-01,Amaranth Greens,10.79,7.57,29.83
1835,2024-12-01,Amaranth Greens,17,9.66,43.15
1836,2022-01-01,Malabar Spinach,10.56,5.3,49.78
1837,2022-02-01,Malabar Spinach,11.67,8.43,27.77
1838,2022-03-01,Malabar Spinach,26.95,4.87,81.93
1839,2022-04-01,Malabar Spinach,19.8,4.58,76.88
1840,2022-05-01,Malabar Spinach,15.24,7.98,47.62
1841,2022-06-01,Malabar Spinach,18.6,4.32,76.78
1842,2022-07-01,Malabar Spinach,29.9,7.53,74.82
1843,2022-08-01,Malabar Spinach,29.65,5.54,81.33
1844,2022-09-01,Malabar Spinach,25.37,7.26,71.4
1845,2022-10-01,Malabar Spinach,10.56,6.25,40.77
1846,2022-11-01,Malabar Spinach,29.48,6.86,76.73
1847,2022-12-01,Malabar Spinach,10.48,9.77,6.77
1848,2023-01-01,Malabar Spinach,29.97,7.41,75.28
1849,2023-02-01,Malabar Spinach,12.87,3.53,72.59
1850,2023-03-01,Malabar Spinach,10.14,6.37,37.17
1851,2023-04-01,Malabar Spinach,20.3,7.62,62.48
1852,2023-05-01,Malabar Spinach,12.24,8.15,33.38
1853,2023-06-01,Malabar Spinach,14.69,7.48,49.07
1854,2023-07-01,Malabar Spinach,16.96,7.26,57.21
1855,2023-08-01,Malabar Spinach,12.17,6.86,43.57
1856,2023-09-01,Malabar Spinach,18.13,3.52,80.57
1857,2023-10-01,Malabar Spinach,15.55,9.78,37.08
1858,2023-11-01,Malabar Spinach,26.71,9.53,64.33
1859,2023-12-01,Malabar Spinach,12.45,6.27,49.62
1860,2024-01-01,Malabar Spinach,21.77,3.3,84.85
1861,2024-02-01,Malabar Spinach,21.97,5,77.22
1862,2024-03-01,Malabar Spinach,15.77,8.9,43.56
1863,2024-04-01,Malabar Spinach,24.67,4.1,83.38
1864,2024-05-01,Malabar Spinach,24.21,7.45,69.21
1865,2024-06-01,Malabar Spinach,19.17,9.1,52.54
1866,2024-07-01,Malabar Spinach,21.52,8.35,61.23
1867,2024-08-01,Malabar Spinach,10.98,6.34,42.3
1868,2024-09-01,Malabar Spinach,14.35,8.38,41.64
1869,2024-10-01,Malabar Spinach,11.07,9.06,18.19
1870,2024-11-01,Malabar Spinach,18.75,6.1,67.44
1871,2024-12-01,Malabar Spinach,20.79,4.42,78.75
1872,2022-01-01,New Zealand Spinach,20.91,6.19,70.39
1873,2022-02-01,New Zealand Spinach,14.58,4.34,70.25
1874,2022-03-01,New Zealand Spinach,24.81,7.14,71.24
1875,2022-04-01,New Zealand Spinach,27.4,7.28,73.43
1876,2022-05-01,New Zealand Spinach,25.19,4.66,81.49
1877,2022-06-01,New Zealand Spinach,21.07,6.37,69.75
1878,2022-07-01,New Zealand Spinach,20.53,5.39,73.73
1879,2022-08-01,New Zealand Spinach,11.11,5.62,49.39
1880,2022-09-01,New Zealand Spinach,26.92,5.3,80.32
1881,2022-10-01,New Zealand Spinach,17.92,4.49,74.97
1882,2022-11-01,New Zealand Spinach,22.49,5.24,76.72
1883,2022-12-01,New Zealand Spinach,27,7.93,70.63
1884,2023-01-01,New Zealand Spinach,13.1,7.99,39.03
1885,2023-02-01,New Zealand Spinach,11.1,7.8,29.8
1886,2023-03-01,New Zealand Spinach,26.06,5.18,80.14
1887,2023-04-01,New Zealand Spinach,23.43,3.9,83.36
1888,2023-05-01,New Zealand Spinach,22.86,6.11,73.26
1889,2023-06-01,New Zealand Spinach,13,9.2,29.24
1890,2023-07-01,New Zealand Spinach,11.8,9.63,18.4
1891,2023-08-01,New Zealand Spinach,12.85,9.94,22.67
1892,2023-09-01,New Zealand Spinach,25.11,8.4,66.55
1893,2023-10-01,New Zealand Spinach,25.14,8.89,64.63
1894,2023-11-01,New Zealand Spinach,18.46,8.78,52.43
1895,2023-12-01,New Zealand Spinach,10.99,8.7,20.84
1896,2024-01-01,New Zealand Spinach,24.41,5.8,76.25
1897,2024-02-01,New Zealand Spinach,16.84,6.63,60.62
1898,2024-03-01,New Zealand Spinach,11.62,3.13,73.05
1899,2024-04-01,New Zealand Spinach,14.42,8.11,43.78
1900,2024-05-01,New Zealand Spinach,17.43,4.75,72.73
1901,2024-06-01,New Zealand Spinach,23.27,3.06,86.84
1902,2024-07-01,New Zealand Spinach,23.77,3.97,83.29
1903,2024-08-01,New Zealand Spinach,19.46,3.41,82.45
1904,2024-09-01,New Zealand Spinach,19.51,3.96,79.69
1905,2024-10-01,New Zealand Spinach,29.37,5.6,80.92
1906,2024-11-01,New Zealand Spinach,25.08,5.68,77.37
1907,2024-12-01,New Zealand Spinach,16.22,5.71,64.79
1908,2022-01-01,Water Spinach,10.72,5.73,46.53
1909,2022-02-01,Water Spinach,14.64,3.74,74.45
1910,2022-03-01,Water Spinach,12.96,4.95,61.79
1911,2022-04-01,Water Spinach,13.11,3.83,70.78
1912,2022-05-01,Water Spinach,23.77,6.44,72.92
1913,2022-06-01,Water Spinach,14.39,9.31,35.28
1914,2022-07-01,Water Spinach,26.34,8.45,67.92
1915,2022-08-01,Water Spinach,20.36,8.29,59.28
1916,2022-09-01,Water Spinach,15.82,8.85,44.04
1917,2022-10-01,Water Spinach,29.46,7.22,75.51
1918,2022-11-01,Water Spinach,20.36,6.71,67.04
1919,2022-12-01,Water Spinach,10.9,4.69,56.94
1920,2023-01-01,Water Spinach,12.61,7.91,37.28
1921,2023-02-01,Water Spinach,10.3,3.01,70.8
1922,2023-03-01,Water Spinach,15.17,9.46,37.65
1923,2023-04-01,Water Spinach,27.87,4.65,83.32
1924,2023-05-01,Water Spinach,22.01,9.66,56.1
1925,2023-06-01,Water Spinach,20.5,5,75.6
1926,2023-07-01,Water Spinach,10.49,8.28,21.06
1927,2023-08-01,Water Spinach,11.58,5.42,53.24
1928,2023-09-01,Water Spinach,27.67,7.06,74.47
1929,2023-10-01,Water Spinach,20.93,7.81,62.67
1930,2023-11-01,Water Spinach,25.89,8.57,66.91
1931,2023-12-01,Water Spinach,13.61,4.03,70.42
1932,2024-01-01,Water Spinach,16.48,4.12,75
1933,2024-02-01,Water Spinach,11.42,5.32,53.38
1934,2024-03-01,Water Spinach,11.19,4.08,63.58
1935,2024-04-01,Water Spinach,13.82,3.19,76.91
1936,2024-05-01,Water Spinach,17.36,3.01,82.64
1937,2024-06-01,Water Spinach,28.44,5.05,82.26
1938,2024-07-01,Water Spinach,14.07,9.72,30.87
1939,2024-08-01,Water Spinach,20.57,8.31,59.61
1940,2024-09-01,Water Spinach,26.48,4.17,84.24
1941,2024-10-01,Water Spinach,16.39,6.8,58.5
1942,2024-11-01,Water Spinach,23.14,9.44,59.21
1943,2024-12-01,Water Spinach,19.09,6.07,68.2
1944,2022-01-01,Sweet Corn,17.61,8.12,53.88
1945,2022-02-01,Sweet Corn,10.6,5.98,43.59
1946,2022-03-01,Sweet Corn,13.08,5.96,54.44
1947,2022-04-01,Sweet Corn,14.44,8.89,38.46
1948,2022-05-01,Sweet Corn,20.4,9.73,52.3
1949,2022-06-01,Sweet Corn,16.22,3.5,78.44
1950,2022-07-01,Sweet Corn,20.99,3.83,81.78
1951,2022-08-01,Sweet Corn,29.74,5.33,82.07
1952,2022-09-01,Sweet Corn,24.52,6.32,74.22
1953,2022-10-01,Sweet Corn,29.39,7.73,73.7
1954,2022-11-01,Sweet Corn,26.69,6.76,74.66
1955,2022-12-01,Sweet Corn,18.07,3.84,78.75
1956,2023-01-01,Sweet Corn,10.76,8.99,16.49
1957,2023-02-01,Sweet Corn,24.09,8.75,63.67
1958,2023-03-01,Sweet Corn,15.32,6.58,57.06
1959,2023-04-01,Sweet Corn,29.68,8.66,70.81
1960,2023-05-01,Sweet Corn,14.42,4.9,66
1961,2023-06-01,Sweet Corn,22.29,8.53,61.74
1962,2023-07-01,Sweet Corn,18.17,9.64,46.92
1963,2023-08-01,Sweet Corn,12.5,6.6,47.15
1964,2023-09-01,Sweet Corn,14.73,8.07,45.23
1965,2023-10-01,Sweet Corn,12.5,3.77,69.81
1966,2023-11-01,Sweet Corn,16.39,8.05,50.88
1967,2023-12-01,Sweet Corn,24.88,9.75,60.81
1968,2024-01-01,Sweet Corn,12.7,3.17,75.08
1969,2024-02-01,Sweet Corn,12.36,6.09,50.69
1970,2024-03-01,Sweet Corn,26.45,7.11,73.12
1971,2024-04-01,Sweet Corn,14.05,7.72,45.07
1972,2024-05-01,Sweet Corn,28.06,6.89,75.44
1973,2024-06-01,Sweet Corn,26.38,6.18,76.58
1974,2024-07-01,Sweet Corn,11.69,4.22,63.9
1975,2024-08-01,Sweet Corn,29.28,7.25,75.24
1976,2024-09-01,Sweet Corn,20.25,9.21,54.53
1977,2024-10-01,Sweet Corn,12.9,3.31,74.34
1978,2024-11-01,Sweet Corn,16.27,9.17,43.59
1979,2024-12-01,Sweet Corn,14.39,4.36,69.71
1980,2022-01-01,Bulgur,10.37,8.23,20.57
1981,2022-02-01,Bulgur,15.42,4.77,69.06
1982,2022-03-01,Bulgur,23.64,4.18,82.32
1983,2022-04-01,Bulgur,23.17,4.19,81.91
1984,2022-05-01,Bulgur,10.2,8.68,14.88
1985,2022-06-01,Bulgur,15.97,8.12,49.15
1986,2022-07-01,Bulgur,10.15,3.43,66.18
1987,2022-08-01,Bulgur,11.41,9.83,13.83
1988,2022-09-01,Bulgur,23.9,7.62,68.1
1989,2022-10-01,Bulgur,24.35,7.81,67.93
1990,2022-11-01,Bulgur,15.12,7.9,47.73
1991,2022-12-01,Bulgur,11.19,7.9,29.44
1992,2023-01-01,Bulgur,19.44,6.48,66.64
1993,2023-02-01,Bulgur,22.38,3.93,82.45
1994,2023-03-01,Bulgur,24.11,5.08,78.95
1995,2023-04-01,Bulgur,13.13,5.52,57.97
1996,2023-05-01,Bulgur,10.88,7.75,28.78
1997,2023-06-01,Bulgur,26.51,5,81.13
1998,2023-07-01,Bulgur,16.3,6.27,61.54
1999,2023-08-01,Bulgur,24.3,7.42,69.48
2000,2023-09-01,Bulgur,26.08,4.43,83.02
2001,2023-10-01,Bulgur,29.91,9.18,69.31
2002,2023-11-01,Bulgur,23.81,3.76,84.2
2003,2023-12-01,Bulgur,22.33,4.52,79.75
2004,2024-01-01,Bulgur,15.4,5.24,66
2005,2024-02-01,Bulgur,17.72,6.39,63.9
2006,2024-03-01,Bulgur,20.31,9.81,51.72
2007,2024-04-01,Bulgur,12.48,3.02,75.82
2008,2024-05-01,Bulgur,29.54,6.91,76.61
2009,2024-06-01,Bulgur,26.14,3.17,87.86
2010,2024-07-01,Bulgur,22.78,8.33,63.45
2011,2024-08-01,Bulgur,14.11,7.78,44.84
2012,2024-09-01,Bulgur,11.57,8.85,23.5
2013,2024-10-01,Bulgur,21.58,3.71,82.82
2014,2024-11-01,Bulgur,22.1,8.41,61.94
2015,2024-12-01,Bulgur,19.79,9.6,51.48
2016,2022-01-01,Maize,24.48,6.61,72.98
2017,2022-02-01,Maize,13.53,9.82,27.43
2018,2022-03-01,Maize,24.32,4.43,81.77
2019,2022-04-01,Maize,20.95,9.12,56.48
2020,2022-05-01,Maize,13.47,4.29,68.18
2021,2022-06-01,Maize,25.79,9.93,61.52
2022,2022-07-01,Maize,15.07,3.6,76.14
2023,2022-08-01,Maize,26.94,8.91,66.94
2024,2022-09-01,Maize,29,8.92,69.25
2025,2022-10-01,Maize,26.32,3.4,87.09
2026,2022-11-01,Maize,25.37,9.39,62.98
2027,2022-12-01,Maize,19.1,6.77,64.54
2028,2023-01-01,Maize,24.58,9.52,61.27
2029,2023-02-01,Maize,14.08,6.65,52.73
2030,2023-03-01,Maize,11.81,5.88,50.15
2031,2023-04-01,Maize,23.37,6.23,73.34
2032,2023-05-01,Maize,23.97,5.25,78.11
2033,2023-06-01,Maize,12.94,6.5,49.76
2034,2023-07-01,Maize,11.97,6.31,47.26
2035,2023-08-01,Maize,15.01,7.37,50.93
2036,2023-09-01,Maize,21.81,7.57,65.28
2037,2023-10-01,Maize,13.63,8.85,35.03
2038,2023-11-01,Maize,19.62,5.23,73.37
2039,2023-12-01,Maize,27.55,4.13,85.03
2040,2024-01-01,Maize,18.24,8.49,53.47
2041,2024-02-01,Maize,20.29,4.22,79.23
2042,2024-03-01,Maize,27.6,6.57,76.21
2043,2024-04-01,Maize,22.24,9.58,56.95
2044,2024-05-01,Maize,23.4,8.52,63.58
2045,2024-06-01,Maize,26.64,6.94,73.94
2046,2024-07-01,Maize,27.06,7.52,72.2
2047,2024-08-01,Maize,18.99,4.55,76.03
2048,2024-09-01,Maize,25.6,4.44,82.64
2049,2024-10-01,Maize,28.44,3.18,88.83
2050,2024-11-01,Maize,11.63,9.41,19.04
2051,2024-12-01,Maize,29.38,6.78,76.92
2052,2022-01-01,Sorghum,22,6.05,72.5
2053,2022-02-01,Sorghum,12.94,6.25,51.72
2054,2022-03-01,Sorghum,12.6,8.15,35.27
2055,2022-04-01,Sorghum,18.26,3.51,80.78
2056,2022-05-01,Sorghum,22.11,9.52,56.95
2057,2022-06-01,Sorghum,11.14,9.57,14.14
2058,2022-07-01,Sorghum,26.54,8.39,68.39
2059,2022-08-01,Sorghum,21.36,9.19,57
2060,2022-09-01,Sorghum,28.67,7.51,73.82
2061,2022-10-01,Sorghum,25.56,4.12,83.9
2062,2022-11-01,Sorghum,23.18,6.14,73.5
2063,2022-12-01,Sorghum,20.59,7.91,61.58
2064,2023-01-01,Sorghum,20.04,3.8,81.02
2065,2023-02-01,Sorghum,26.39,3.44,86.96
2066,2023-03-01,Sorghum,22.08,5.84,73.53
2067,2023-04-01,Sorghum,16.73,5.61,66.47
2068,2023-05-01,Sorghum,28.98,5.78,80.06
2069,2023-06-01,Sorghum,12.4,4.94,60.18
2070,2023-07-01,Sorghum,29.62,8.01,72.94
2071,2023-08-01,Sorghum,25.35,6.54,74.21
2072,2023-09-01,Sorghum,28.33,7.03,75.18
2073,2023-10-01,Sorghum,14.23,9.21,35.28
2074,2023-11-01,Sorghum,26.04,8.55,67.15
2075,2023-12-01,Sorghum,28.21,3.54,87.45
2076,2024-01-01,Sorghum,27.23,8.81,67.64
2077,2024-02-01,Sorghum,12.86,6.12,52.38
2078,2024-03-01,Sorghum,19.12,7.02,63.3
2079,2024-04-01,Sorghum,17.25,7.61,55.89
2080,2024-05-01,Sorghum,29.89,3.51,88.26
2081,2024-06-01,Sorghum,11.74,4.09,65.16
2082,2024-07-01,Sorghum,17.4,5.33,69.39
2083,2024-08-01,Sorghum,18.57,3.82,79.42
2084,2024-09-01,Sorghum,24.2,8.93,63.09
2085,2024-10-01,Sorghum,26.9,3.73,86.14
2086,2024-11-01,Sorghum,15.55,9.61,38.21
2087,2024-12-01,Sorghum,21.31,9.77,54.16
2088,2022-01-01,Wheat,14.22,9.54,32.9
2089,2022-02-01,Wheat,10.7,6.79,36.57
2090,2022-03-01,Wheat,10.16,7.1,30.17
2091,2022-04-01,Wheat,25.03,6.69,73.28
2092,2022-05-01,Wheat,15.04,8.93,40.6
2093,2022-06-01,Wheat,29.08,5.18,82.19
2094,2022-07-01,Wheat,17.99,4.69,73.93
2095,2022-08-01,Wheat,16,9.66,39.61
2096,2022-09-01,Wheat,12.33,6.77,45.14
2097,2022-10-01,Wheat,12.8,3.83,70.07
2098,2022-11-01,Wheat,28.81,6.84,76.27
2099,2022-12-01,Wheat,26.02,6.72,74.19
2100,2023-01-01,Wheat,15.19,4,73.67
2101,2023-02-01,Wheat,14.93,6.19,58.55
2102,2023-03-01,Wheat,12.93,4.28,66.9
2103,2023-04-01,Wheat,16.09,7.6,52.75
2104,2023-05-01,Wheat,12.48,6.82,45.39
2105,2023-06-01,Wheat,10.85,8.58,20.91
2106,2023-07-01,Wheat,28.43,4.88,82.83
2107,2023-08-01,Wheat,26.37,8.92,66.19
2108,2023-09-01,Wheat,17.27,6.81,60.55
2109,2023-10-01,Wheat,28.81,5.08,82.37
2110,2023-11-01,Wheat,28.73,7.57,73.65
2111,2023-12-01,Wheat,24.12,6.48,73.14
2112,2024-01-01,Wheat,26.15,4.44,83.03
2113,2024-02-01,Wheat,16.07,6.87,57.23
2114,2024-03-01,Wheat,17.91,9.96,44.4
2115,2024-04-01,Wheat,20.7,5.71,72.43
2116,2024-05-01,Wheat,16.26,3.13,80.78
2117,2024-06-01,Wheat,14.02,3.06,78.19
2118,2024-07-01,Wheat,10.32,3.52,65.91
2119,2024-08-01,Wheat,11.75,8.75,25.59
2120,2024-09-01,Wheat,21.74,5.65,74
2121,2024-10-01,Wheat,25.11,7.84,68.77
2122,2024-11-01,Wheat,14.55,3.12,78.57
2123,2024-12-01,Wheat,25.43,7.21,71.63
2124,2022-01-01,Barley,16.39,3.75,77.12
2125,2022-02-01,Barley,25.51,8.25,67.66
